COIL,CLUSTER,DIF_TIPO_1_max,DIF_TIPO_2_max,DIF_TIPO_3_max,DIF_TIPO_4_max,DIF_TIPO_5_max,DIF_TIPO_6_max
401112,5,0,0,0,0,0,0
401113,5,0,0,0,0,0,0
401116,4,0,0,0,0,0,0
401121,4,0,0,0,0,0,0
401123,4,0,0,0,0,0,0
401125,5,0,0,0,0,0,0
401411,5,0,0,0,0,0,0
401412,5,0,0,0,0,0,0
401414,3,0,0,0,0,0,0
401415,5,0,0,0,0,0,0
401416,1,0,0,0,0,0,0
