COIL,CLUSTER,DIF_TIPO_1_max,DIF_TIPO_2_max,DIF_TIPO_3_max,DIF_TIPO_4_max,DIF_TIPO_5_max,DIF_TIPO_6_max
399738,5,0,0,0,0,0,0
399739,5,0,0,0,0,0,0
399914,5,0,0,0,0,0,0
400011,4,1,0,1,1,0,0
400014,4,0,0,1,1,0,0
400015,4,0,0,1,0,0,0
400028,1,0,0,0,0,0,0
400030,4,0,0,0,0,0,0
400031,4,0,0,0,0,0,0
400032,4,0,0,0,0,0,0
400033,4,0,0,0,0,0,0
400034,4,0,0,0,0,0,0
400035,4,0,0,0,0,0,0
400036,4,0,0,0,0,0,0
400038,4,0,0,0,0,0,0
400040,4,0,0,0,0,0,0
400041,4,0,0,0,0,0,0
400116,4,0,0,0,0,0,0
400120,4,0,0,1,0,0,0
400146,4,0,0,0,0,0,0
400150,4,0,0,0,0,0,0
400151,4,0,0,0,0,0,0
400310,4,1,1,1,1,0,0
400319,5,0,0,0,0,0,0
400323,4,0,0,0,0,0,0
400325,4,0,0,0,0,0,0
400326,1,0,0,0,0,0,0
400350,1,0,0,0,0,0,0
400410,5,0,0,0,0,0,0
400411,3,0,0,0,0,0,0
400414,5,0,0,0,0,0,0
400416,1,0,0,0,0,0,0
400421,5,0,0,0,0,0,0
400426,5,0,0,0,0,0,0
400429,5,0,0,0,0,0,0
400431,5,0,0,0,0,0,0
400433,5,0,0,0,0,0,0
400823,5,0,0,0,0,0,0
400911,3,0,0,1,0,1,0
400919,4,0,0,0,0,0,0
400920,4,0,0,0,0,0,0
400937,1,0,0,0,0,0,0
401111,4,0,0,0,0,0,0
